district_id,village_lgd_code,village_name
1,37461,Abadal (229)
1,37679,Abadi Along Khairabad On Ram Tirath Road To Ajnala Road (Og)
1,37674,Abadi Baba Darshan Singh On Ram Tirath Road (Og)
1,37676,Abadi Baba Jiwan Singh On Ram Tirath Road (Og)
1,37683,Abadi Khalsa Nagar Near Kot Mit Singh (Og)
1,37684,Abadi Mirankot On Ajnala Road (Og)
1,37680,Abadi Naushera (Og)
1,37270,Abu Said (250)
1,37642,Achintkot (404)
1,37393,Adliwal (300)
1,37481,Ajaibwali (293)
1,37523,Akalgarh (167)
1,37158,Akbarpura (31)
1,37227,Alampur (151)
1,37252,Aliwal (117)
1,37497,Alkareh (225)
1,949094,Amritsar Sub-Urban (373)
1,949095,Amritsar Urban (387/375)
1,37430,Anantpura (327)
1,37253,Anayatpura (118)
1,37122,Arazi Darya (52)
1,37083,Arazi Kassowala (77)
1,37121,Arazi Kot Rajada (58)
1,37084,Arazi Sahran (75)
1,37788,Arjan Manga (109)
1,37097,Arzi Sanghoke (69)
1,37787,Athwal (203)
1,37444,Athwal (313)
1,37654,Attari (392)
1,37204,Audar (181)
1,37160,Awan Basau (28)
1,37219,Awan Lakha Singh (159)
1,37109,Awan Near Ramdas (94)
1,37849,Baba Bakala (Ct)
1,37599,Babarke (358)
1,37505,Babowal (191)
1,37206,Bachi Wind (183)
1,37480,Bagewal (296)
1,37774,Bagga (207)
1,37316,Bagga (316)
1,37659,Bagrian (418)
1,37305,Baihar Wal (336)
1,37117,Bajwa (99)
1,37155,Bakraur (131)
1,37623,Bal (345)
1,37614,Bal Kalan (340)
1,37617,Bal Khurd (339)
1,37130,Bal Labe Darya (49)
1,37830,Bal Sarai (7)
1,949101,Bal Sarai Khurd (429)
1,37768,Bala Chak Mashmula Khaire(194)
1,37368,Balaggan (320)
1,37801,Balai Pur (72)
1,37420,Balbawa (274)
1,37535,Balia Manjhpur (129)
1,37140,Ballaharwal (44)
1,37776,Ballowali (186)
1,37531,Bamma (158)
1,37725,Banian (90)
1,37780,Banjar Wal (100)
1,37311,Barar (331)
1,37162,Barlas (135)
1,37694,Basarka Bhaini (Attari Road) (Og)
1,37593,Baserkegillan (417)
1,37352,Bath (290)
1,37769,Bathu Chak (197)
1,37824,Bedad Purah (45)
1,37166,Behlol (29)
1,37749,Berian Wala (78)
1,37261,Bhadal (103)
1,37646,Bhadiar (401)
1,37195,Bhadru (2)
1,37178,Bhaggupur Bet (15)
1,37185,Bhaggupur Uttar (9)
1,37572,Bhagtupura (260)
1,37696,Bhaini Badechhian (87)
1,37133,Bhaini Gill (47)
1,37471,Bhaini Lidhda (312)
1,37834,Bhaini Ramdial (48)
1,37143,Bhainian (39)
1,37615,Bhainigillan (341)
1,37328,Bhakha Hari Singh (227)
1,37635,Bhakna Kalan (408)
1,37634,Bhakna Khurd (409)
1,37385,Bhala Pind (306)
1,37237,Bhalot (140)
1,37450,Bhangali (302)
1,37435,Bhangwa (326)
1,37530,Bhangwan ((159)
1,37209,Bhangwan (170)
1,949097,Bharariwal Sub Urban (374)
1,949096,Bharariwal Urban (378)
1,37669,Bharopal (427)
1,37756,Bhatti Ke (99)
1,37628,Bhaul Kalan (350)
1,37506,Bhilowal (179)
1,37188,Bhilowal Kake Zain (165)
1,37701,Bhindar (17)
1,37173,Bhindi Aulakh Kalan (22)
1,37169,Bhindi Aulakh Khurd (23)
1,37168,Bhindi Nain (20)
1,37172,Bhindi Saidan (24)
1,37315,Bhitte Wind (192)
1,37783,Bhoewal (201)
1,37388,Bhoewali (238
1,37141,Bhogan (42)
1,37500,Bhoia Fatehgarh (228)
1,37442,Bhoma (315)
1,37699,Bhorchhi Brahmanan (85)
1,37698,Bhorchhi Rajputan (86)
1,37760,Bhu (184)
1,37294,Bhullar (190)
1,37513,Bhullar Hans (176)
1,37333,Bhure Gill (247)
1,37810,Bhuttar Sivia (63)
1,37618,Birbarpura (336)
1,37574,Bishambarpara (143)
1,37583,Bodh (276)
1,37439,Bodhe Wal Aphgana (318)
1,37345,Boharwala (271)
1,37280,Bohlian (216)
1,37584,Bohru (269)
1,37758,Bolara (114)
1,37778,Boparai (185)
1,37376,Boparai Baj Singh (323)
1,37375,Boparai Kalan (324)
1,37374,Boparai Khurd (325)
1,37469,Borewal King (301)
1,37731,Bothangarh (125)
1,37394,Bua Nagli (299)
1,37437,Budda They (320)
1,37850,Budha Theh (Ct)
1,900403,Budha Theh (Ct.)
1,37125,Budha Warsal (54)
1,37707,Bule Nangal (11)
1,37543,Bundala (138)
1,37174,Burj (19)
1,37446,Burj Naubad (306)
1,37820,Butala (52)
1,37721,Butari (82)
1,37581,Chabba (267)
1,37451,Chachowali (216)
1,37257,Chaharpur (106)
1,37321,Chahia (208)
1,37367,Chainpur (319)
1,37202,Chak Allah Bakhash (179)
1,37242,Chak Aul (129)
1,37136,Chak Bala (111)
1,37233,Chak Bazid (145)
1,37248,Chak Dogran (124)
1,37229,Chak Fateh Khan (143)
1,37595,Chak Heir (411)
1,37289,Chak Kamal Khan (197)
1,37214,Chak Misri Khan (163)
1,37423,Chak Phoolan (222)
1,37418,Chak Sikandar (276)
1,37823,Chak Thattian (44)
1,37632,Chakmukand (363)
1,37330,Chamyari (236)
1,37789,Chandan Ke (110)
1,37474,Chande (309)
1,37569,Chatiwind (278)
1,37522,Chatiwond Lehla (175)
1,37536,Chauhan (123)
1,37501,Chawinda Devi (234)
1,37307,Chawinda Khurd (338)
1,37310,Chawindha Kalan (339)
1,37298,Cheleke (341)
1,37407,Chetanpura (283)
1,37728,Chhajjal Waddi (127)
1,37144,Chhanna (41)
1,37187,Chhanna (8)
1,37561,Chhapa Ram Singh (255
1,37711,Chhapiar Wali (32)
1,37373,Chhiddan (333)
1,37282,Chhina Karam Singh (210)
1,37638,Chicha (414)
1,37713,Chima Bath (21)
1,37516,Chogavan Ropuwali (239)
1,37508,Chogawan (182)
1,37425,Chogawan (329)
1,37217,Chuchakwal (158)
1,37812,Chung (67)
1,37517,Dadhala (238)
1,37483,Dadian (291)
1,37127,Dadian (55)
1,37096,Dadra (68)
1,37362,Dadrai (308)
1,37433,Dadupura (329)
1,37180,Dag (12)
1,37207,Dala (184)
1,37384,Dalam (307)
1,37138,Dalla Mallian (114)
1,37139,Dalla Rajputan (113)
1,37303,Dalleyke (347)
1,37648,Dande (394)
1,37804,Danial (38)
1,37668,Daoke (426)
1,37128,Darya Mansur (51)
1,37113,Darya Mussa (63)
1,37808,Daud (71)
1,37829,Dera Baba Jaimal Singh (428)
1,37549,Devi Dass Pura (155)
1,37815,Devidas Pura (62)
1,37512,Dhadde (235)
1,37667,Dhaini Rajputan (425)
1,37112,Dhangai (93)
1,37650,Dhanoya Kalan (388)
1,37651,Dhanoya Khurd (389)
1,37286,Dharam Kot (200)
1,37539,Dharar (87)
1,37809,Dhardeo (70)
1,37504,Dharike (192)
1,37365,Dhariwal ((310)
1,37203,Dhariwal (180)
1,37357,Dhariwal (237)
1,37750,Dhariwala (95)
1,37781,Dharmo Chak (101)
1,37592,Dhatal (360)
1,37630,Dhaulkhurd (352)
1,37532,Dheere Kot (156)
1,37805,Dhian Pura (30) (Part)
1,37134,Dhian Singhpura (46)
1,37476,Dhing Nangal (308)
1,37645,Dhodiwind (400)
1,37724,Dhulka (79)
1,37236,Dhundal (141)
1,37263,Dhurian (100)
1,37163,Dial (134)
1,37350,Dial Bharang (254)
1,37335,Dialpura (252)
1,37479,Dialpura (295)
1,37254,Diyal Bhatti (109)
1,37118,Dujowal (60)
1,37710,Dule Nangal (33)
1,37577,Dut (140)
1,949100,Fatahpur (377)
1,37607,Fatehgarh Sukarchak (252)
1,37556,Fatehpur Rajputan (254)
1,37246,Fatehwal (123)
1,37167,Fattah (21)
1,37098,Foolpur (67)
1,37527,Gaddli (160)
1,37764,Gaddorajada (190)
1,37099,Gaggar (66)
1,37821,Gaggar Bhana (43)
1,37199,Gaggarmal (176)
1,37272,Gaggo Mahal (248)
1,37256,Galib (107)
1,37665,Gallowal (423)
1,37434,Galowali (331)
1,37602,Gaunsabad (353)
1,37338,Gaurey Nangal (259)
1,37529,Gehri (157)
1,37644,Ghairnda (402)
1,37782,Ghanishampur (111)
1,37643,Gharindi (403)
1,37836,Ghaziwal (47)
1,37833,Ghaziwal Miani (5)
1,37165,Ghoga (27)
1,37086,Ghonewala (78)
1,37793,Ghugat Wind Muslmanan (104)
1,37399,Ghukeywali (296)
1,37101,Ghumrai (64)
1,37524,Gill (168)
1,37132,Gill (48)
1,37568,Gilwali (277)
1,37490,Gopalpur (245)
1,37441,Gosle Zamindara (316)
1,37440,Gossal Aphgana (317)
1,37247,Granthgarh (125)
1,37794,Gugat Wind Hinduan (105)
1,37276,Gujjarpura (121)
1,37152,Gulgarh (32)
1,37686,Gumanpura (357)
1,37604,Gumtala Sub Urban (370)
1,37685,Gumtala Urban (383)
1,37533,Gunowal (134)
1,37250,Gurala (120)
1,37341,Hailar (267)
1,37600,Hamidpura (355)
1,37443,Hamza (314)
1,37334,Harar ( Near Bhure Gill ) (246)
1,37274,Harar Kalan (235)
1,37273,Harar Khurd (119)
1,37415,Hardo Putli (278)
1,37652,Hardorattan (391)
1,37624,Hare (347)
1,37482,Harian (294)
1,37383,Harse Cheena (311)
1,37705,Hasan Pura (14)
1,37161,Hashampura (133)
1,37225,Hassanpura (154)
1,37596,Heir (410)
1,37189,Hetampura (7)
1,37640,Hoshiar Nagar (406)
1,37587,Iban Kalan (275)
1,37586,Iban Khurd (274)
1,37329,Ibrahimpura (233)
1,37323,Isapur (211)
1,37732,Jabbowal (123)
1,37148,Jafarkot (128)
1,37609,Jagatpur (248)
1,37397,Jagdev Kalan (297)
1,37137,Jagdev Khurd (112)
1,37613,Jahangir (287)
1,37240,Jai Ram Kot (136)
1,37452,Jaintipura (215)
1,37448,Jajiani (304)
1,37844,Jalal Pur Sheron (55)
1,37806,Jalalpur Sathiala (37)
1,37477,Jalapura (298)
1,37792,Jallal (102)
1,37827,Jallo Wal (34)
1,37702,Jallupur Khaira (16)
1,37840,Jamal Pur (57)
1,37562,Jand (150)
1,37405,Jandiala (285)
1,37545,Jandiala Rural (135)
1,37540,Jania (136)
1,37656,Janjarpur (399)
1,37753,Jaspal (76)
1,37164,Jasraur (147)
1,37267,Jassar (265)
1,37283,Jastarwal (209)
1,37290,Jatta (198)
1,37092,Jatta (82)
1,37319,Jauns (205)
1,37432,Jethu Nangal (330)
1,37611,Jethuwal (246)
1,37837,Jhalari (50)
1,37786,Jhambke (204)
1,37498,Jhande (226)
1,37411,Jhander (288)
1,37366,Jhanjoti (317)
1,37723,Jharu Nangal (80)
1,37571,Jhitakhurd (261)
1,37576,Jhttakalan (262)
1,37171,Jhunj (25)
1,37738,Jiwan Bhander (166)
1,37832,Jodha (6)
1,37744,Jodha Nagri (94)
1,37299,Joeyke (186)
1,37426,Johal (322)
1,37688,"Joshi Colony, Ram Tirath Road (Og)"
1,37664,Jthol (422)
1,37671,Kaihania (356)
1,37222,Kakkar (160)
1,37194,Kakkar (3)
1,949114,Kala Gannupur (381)
1,931788,Kala Gannupur Sub Urban
1,37748,Kaleke (77)
1,37377,Kaler (322)
1,37784,Kaler Balpain (202)
1,37719,Kaler Ghuman (29)
1,37493,Kaler Mangat (292)
1,37661,Kalewal (407)
1,37262,Kallo Mahal (101)
1,37371,Kalowal (332)
1,37095,Kamalpur Kalan (72)
1,37087,Kamalpur Khurd (73)
1,37351,Kamalpura (243)
1,37301,Kamaske (344)
1,37626,Kambo (348)
1,37129,Kamirpur (218)
1,37291,Kamirpura (195)
1,37243,Kamirpura (50)
1,37819,Kammonke (59)
1,37403,Kandowali (287)
1,37190,Kanven (171)
1,37503,Karonangal (232)
1,37842,Kartar Pur (56)
1,37284,Karyal (201)
1,37082,Kassowahala(76)
1,37494,Kathu Nangal (241)
1,37110,Katla (90)
1,37657,Kaunke (398)
1,37770,Kazi Kot (209)
1,37811,Khabba Rajputan (65)
1,37455,Khadhrabad (211)
1,37627,Khairabad (349)
1,37526,Khalhera (161)
1,37566,Khan Kot (279)
1,37845,Khan Pur (3)
1,37332,Khanowal (245)
1,37145,Khanwal (43)
1,37589,Khaparkheri (272)
1,37843,Khasi (4)
1,37633,Khassa (365)
1,37354,Khatrai Kalan (291)
1,37401,Khatrai Khurd (293)
1,37767,Khehra (193)
1,37537,Khela (131)
1,37663,Khera (420)
1,37835,Khera Thanewal (49)
1,37370,Khiala Kalan (326)
1,37369,Khiala Khurd (327)
1,37763,Khiddowali (189)
1,37848,Khilchian (83)
1,37300,Khizarpura (343)
1,37631,Khurmania (364)
1,37221,Khusu Pura (155)
1,37389,Kiampura (239)
1,37564,Killa Jiwan Singh (257)
1,37739,Kohala (165)
1,37297,Kohala (340)
1,37313,Kohali (328)
1,37091,Kot Gurbaksh (83)
1,37514,Kot Hirde Ram (236)
1,37751,Kot Hiyat (97)
1,37414,Kot Kesar Singh (279)
1,949121,Kot Khalia Sub Urban (367)
1,949122,Kot Khalsa Urban (379)
1,37741,Kot Khera (163)
1,37344,Kot Mugal (270)
1,37120,Kot Razada (59)
1,37226,Kot Sidhu (152)
1,37473,Kotla Anan Garh (310)
1,37629,Kotla Dal Singh (351)
1,37378,Kotla Dum (321)
1,37429,Kotla Gujra (325)
1,37331,Kotla Kazian (244)
1,37491,Kotla Khurd (242)
1,37445,Kotla Majewala (307)
1,37478,Kotla Pitu (297)
1,37416,Kotla Sadar (277)
1,37239,Kotla Saraj Lohar (138)
1,37492,Kotla Sayyedan (243)
1,37470,Kotla Sultan Singh (300)
1,37275,Kotli Amb (234)
1,37309,Kotli Aulakh (342)
1,37126,Kotli Barwala (56)
1,37454,Kotli Dholeshah (213)
1,37177,Kotli Dosandhi (16)
1,37264,Kotli Jamait Singh (96)
1,37251,Kotli Kazian (116)
1,37235,Kotli Khaira (139)
1,37147,Kotli Koka (127)
1,37422,Kotli Krotana (221)
1,37456,Kotli Maliya (212)
1,37591,Kotli Mian Khan (359)
1,37231,Kotli Mughlan (143)
1,37327,Kotli Saidan (226)
1,37317,Kotli Sakka (199)
1,37398,Kotli Sakkianwali (295)
1,37106,Kotli Shah Habib (88)
1,37590,Kotli-Nasir Khan (271)
1,37692,Krishna Lane (Og)
1,37268,Kuralian (263)
1,37502,Kuraliyan (233)
1,37176,Kutiwala (17)
1,37392,Ladhe (303)
1,37662,Ladhewal (421)
1,37641,Lahorimal (405)
1,37826,Lakhuwal (35)
1,37245,Lakhuwal (Ajnala) (122)
1,37266,Lakhuwal (Ramdas) (264)
1,37364,Lalla Afgana (309)
1,37119,Langarpur (61)
1,37306,Lanven (337)
1,37402,Lashkari Nangal (294)
1,37271,Laungo Mahal (249)
1,37459,Leherka (250)
1,37191,Leliyan (172)
1,37704,Lidhar (15)
1,37184,Lodhi Gujjar (5)
1,37720,Loharan Wala (27)
1,37348,Loharka (256)
1,37620,Loharka Kalan (337)
1,37619,Loharka Khurd (338)
1,37722,Lohgarh (28)
1,37737,Lola (162)
1,37213,Lopoke (167)
1,37488,Ludhar (289)
1,37410,Machhi Nangal (280)
1,37089,Machhiwala (80)
1,37726,Madeh Pur (89)
1,37312,Madoke (330)
1,37342,Madu Chhanga (268)
1,37463,Magosohi (218)
1,37603,Mahal Sub Urban(369)
1,949127,Mahal Urban (382)
1,37288,Mahamadpura (196)
1,37107,Mahammad Mundranwala (87)
1,37660,Mahava (419)
1,37151,Mahji Meun (35)
1,37772,Mahmud Pura (210)
1,900299,Majitha (332)
1,37408,Majjupura (282)
1,37489,Majjwind (244)
1,37356,Makam (242)
1,37559,Makhan Windi (251)
1,37200,Makhanpura (177)
1,37340,Makowal (266)
1,37554,Malak Pur (152)
1,37114,Malakpur (62)
1,37791,Malik Nangal (106)
1,37534,Mallian (130)
1,37610,Mallowal (247)
1,37636,Mallowal (412)
1,37736,Malowal (121)
1,37396,Malu Nangal (298)
1,37293,Manawala (193)
1,37573,Manawala (259)
1,37186,Mandian Wala (10)
1,37520,Manga Sarai (174)
1,37090,Mango Naru (79)
1,37193,Manj (4)
1,37495,Mann (240)
1,37467,Marikalan (222)
1,37466,Marikhurd (221)
1,37777,Mattewal (187)
1,37347,Mattey Nangal (260)
1,37324,Mattia (212)
1,37292,Maureh (194)
1,37548,Meharbanpura (146)
1,37428,Mehdipur (324)
1,37386,Mehlanwala (305)
1,37570,Mehma (263)
1,37639,Mehmud Nagar (415)
1,37519,Mehnia Brahman (172)
1,37795,Mehsampur Khurd (74)
1,37754,Mehsampurkalan (75)
1,37798,Mehta (68)
1,37708,Mehtab Kot (12)
1,37521,Meoran Chak (173)
1,37232,Miadi Kalan (144)
1,37230,Miadi Khurdh (149)
1,37511,Mian Pandher (177)
1,37621,Miran Kot Kalan (344)
1,37625,Miran Kot Khurd (343)
1,37649,Mode (390)
1,37346,Mohan Bhandari (258)
1,37181,Mohleke (11)
1,37608,Mohnia Kohara (249)
1,37115,Momanpura (97)
1,37565,Mooga (258)
1,37238,Motley (137)
1,37727,Muchhal (91)
1,37717,Mudh (25)
1,37216,Mudh Bhilowal (164)
1,37673,Mudul (286)
1,37395,Mugnlani Kot (301)
1,37320,Muhar (206)
1,37510,Mukandpura (178)
1,37597,Mula Behram (361)
1,37205,Mulakot (182)
1,37567,Mule Chak (376)
1,37582,Mundiala (268)
1,37616,Muradpura (342)
1,37218,Muzaffar Pura (157)
1,37487,Nag-I (334)
1,37131,Nangal Amb (110)
1,37555,Nangal Dial Singh (151)
1,37541,Nangal Guru(137)
1,37485,Nangal Pannua (333)
1,37102,Nangal Sohal (91)
1,37382,Nangal Tolah (315)
1,37279,Nangal Wanjhanwala (217)
1,37799,Nangali (69)
1,37672,Nangli (383)
1,37269,Nanoke (262)
1,37281,Napal (142)
1,37730,Naraingarh (124)
1,37718,Narinjan Pur Fattuwal (26)
1,37336,Nasar (251)
1,37637,Nathupura (413)
1,37841,Naurang Pur (53)
1,37670,Naushehra (284)
1,37678,Naushera Khurd (Og)
1,37546,Nawan Kot (145)
1,37557,Nawan Pind (170)
1,37421,Nawan Pind (273)
1,37658,Nestha (397)
1,37157,Niamtabad (33)
1,37761,Nibar Wind (188)
1,37560,Nijjampura (253)
1,37716,Nijjar (19)
1,37547,Nijjarpura (144)
1,37093,Nissoke (71)
1,37417,Nizampura (275)
1,37372,Nurpura (334)
1,37210,Odhar (187)
1,37318,Othian (203)
1,37606,Othian (256)
1,37104,Pachhia (85)
1,37714,Paddeh (20)
1,37304,Padhari (335)
1,37715,Padiana (23)
1,37265,Pairewal (95)
1,37453,Pakharpura (214)
1,37822,Pallah ((42)
1,37427,Pander (323)
1,37431,Pandhewali (328)
1,37201,Pandori (178)
1,37579,Pandori (264)
1,37108,Pandori (89)
1,37326,Pandori Suhka Singh (225)
1,37605,Pandori Waraich (285)
1,37359,Panjgrain Nijjran (228)
1,37100,Panjgrianwala (65)
1,37234,Panju Kalal (146)
1,37192,Panju Rain (173)
1,37762,Panuwan (180)
1,37689,Parti Vihar (Og)
1,37406,Pathan Nangal (284)
1,37458,Phatubila (195)
1,37413,Phere Waryah (257)
1,37706,Pheruman (13)
1,37682,Prem Nagar On Ajnala Road (Og)
1,37241,Punga (130)
1,37690,"Raggar Colony, Gali No. 1,2 & 3, Ram Tirath Road.(Og)"
1,37197,Rai (175)
1,37558,Raipur Kalan (171)
1,37150,Raipur Kalan (38)
1,37325,Raipur Khurd (215)
1,37745,Raipur Khurd (92)
1,37839,Raj Pura (51)
1,949138,Raja Sansi (312)
1,37838,Rajadewal (54)
1,37666,Rajatal (424)
1,37800,Rajdhan (73)
1,37387,Rajjian (229)
1,37551,Rakh Devi Dass Pura (154)
1,37575,Rakh Jhita (142)
1,37314,Rakh Kohali (191)
1,37563,Rakh Manawala (149)
1,37484,Rakh Nag (290)
1,37285,Rakh Othian (202)
1,949140,Rakhshikargah(282)
1,37515,Ram Diwali Hinduan (237)
1,37747,Ramana Chak (81)
1,37447,Ramanchak (305)
1,37105,Ramdas(Rural) (84)
1,37775,Ramde Vali Mussalmanan (200)
1,37598,Rampura (362)
1,37528,Rana Kala (122)
1,37655,Rangar (396)
1,37464,Rangilpura (219)
1,37196,Ranian (1)
1,37647,Ranike (395)
1,37687,Ranjit Vihar (Og)
1,37391,Ranwali (302)
1,37525,Rasulpur Kalan (169)
1,37743,Rasulpurkhurd (117)
1,37700,Rattan Garh (84)
1,37424,Riar (224)
1,37360,Rokhey (214)
1,37653,Roranwala (393)
1,37380,Rudala (313)
1,37765,Rupowali Brahmnan (199)
1,37111,Rurewal (92)
1,37622,Sachandar (346)
1,37507,Sadhpura (183)
1,37542,Saffipur (139)
1,37085,Saharan (74)
1,37612,Sahian Khurd (288)
1,37460,Sahizada (231)
1,37499,Sahnewali (227)
1,37135,Sahowal (45)
1,37755,Said Pur (98)
1,37149,Saido Gazi (37)
1,37740,Saido Lal (164)
1,37813,Saidoke (66)
1,37379,Saidopura (314)
1,37156,Saidpur Khurd (132)
1,37183,Saidpura (6)
1,37404,Saktu Nangal (286)
1,37363,Salimpura (204)
1,37353,Sallodin (292)
1,37255,Sammowal (108)
1,37260,Samrai (104)
1,37409,Sangatpura (281)
1,37585,Sangna (270)
1,37734,Sangrai (118)
1,37472,Sapari Wind (311)
1,37757,Sarai (115)
1,37277,Sarai (223)
1,37146,Sarang Dev (126)
1,37198,Sarangra (174)
1,37457,Sarhala (196)
1,37746,Sarja (93)
1,37831,Sathiala (46)
1,37287,Saurian (162)
1,37390,Sehnsra (304)
1,37124,Shahjadabad (57)
1,37153,Shahliwal (34)
1,37228,Shahpur (150)
1,37817,Shahpur (60)
1,37733,Shahpur Khurd (119)
1,37302,Shahura (346)
1,37088,Shahzada (81)
1,37468,Sham Nagar (223)
1,37154,Sheikh Bhatti (36)
1,37847,Sheron Bagh (1)
1,37846,Sheron Nangal (2)
1,37159,Sherpur (30)
1,37771,Sialka (208)
1,37211,Sidhwan (169)
1,37766,Sidhwan (198)
1,37691,Silver Estate Nagar (285)
1,37752,Singh Pura (96)
1,37094,Singhoke (70)
1,37486,Sohiya Kalan (335)
1,37339,Sudhar (261)
1,37802,Sudhar (39)
1,37258,Sufian (105)
1,37259,Sultan Mahal (102)
1,949098,Sultanwind Sub Urban (373)
1,949099,Sultanwind Urban (386)
1,37142,Sundergarh (40)
1,37790,Suro Paddah (108)
1,37818,Suttowal (58)
1,37759,Tahar Pural (113)
1,37594,Tajechak (416)
1,37814,Taka Pur (64)
1,37103,Talib Pur (86)
1,37224,Talla (153)
1,37343,Talwandi Bhagwan (269)
1,37518,Talwandi Dausaundha Singh (250)
1,37553,Talwandi Dogran (148)
1,37462,Talwandi Ghuman (217)
1,37419,Talwandi Nahar (272)
1,37244,Talwandi Rai Dado (220)
1,37412,Talwandi Sepahimal (289)
1,37735,Talwandi/Mashmula Malwal (120)
1,37779,Tanel (112)
1,37729,Tangrah (126)
1,37295,Tapiala (189)
1,37816,Tapiala (61)
1,37538,Taragarh (133)
1,37223,Tareen (161)
1,37475,Targarh Rampur (299)
1,37449,Tarpai (303)
1,37509,Tarphan (181)
1,37742,Tarsikka (116)
1,37703,Taung (18)
1,37381,Teli Chak (318)
1,37355,Tera Kalan (241)
1,37400,Tera Khurd (240)
1,37249,Tera Rajputan (115)
1,37358,Teri (230)
1,37677,Thandewala (Og)
1,37588,Thando (273)
1,37465,Thariyewal (220)
1,37296,Thatha (188)
1,37544,Thathi (141)
1,37212,Thathi (168)
1,37825,Thattian (36)
1,37208,Thikriwal (185)
1,37116,Thoba (98)
1,37697,Thothian (88)
1,37695,Timmowal (132)
1,37170,Tinana (26)
1,949185,Tung Bala Sub Urban (371)
1,949187,Tung Pain Sub Urban (372)
1,949188,Tung Pain Urban (385)
1,949186,Tungbala Urban (384)
1,37175,Tur (18)
1,37182,Tut (13)
1,37773,Uchokey Kalan (206)
1,37785,Uchokey Khurd (205)
1,37797,Udho Nangal (107)
1,37361,Ugar Aulakh (213)
1,37322,Umarpura (207)
1,37438,Umarpura (319)
1,37712,Umra Nangal (22)
1,37337,Urdhan (253)
1,37796,Usman (103)
1,37807,Vadala Kalan (41)
1,37803,Vadala Khurd (40)
1,37436,Vadala Viram (321)
1,37308,Vaineyke (345)
1,949189,Vallah (280)
1,37578,Vanchar (265)
1,37496,Variyam Nangal (224)
1,37580,Varpal (266)
1,37179,Vehra (14)
1,949190,Verka (281)
1,37215,Veroke(166)
1,37693,Vill Bhagatpura (Factories On Right Side Of Doburjee G.T. Road) (Og)
1,37675,Village Kuriwal (Og)
1,37681,Village Roriwala (Og)
1,37349,Wachhoa (255)
1,37601,Wadala Bhitawad (354)
1,37550,Wadala Johal (153)
1,37552,Wadali Dogran (147)
1,37123,Wadhai Chima (53)
1,949191,Wadliguru Sub Urban (366)
1,949192,Wadliguru Urban (380)
1,37278,Wanjhanwala (219)
1,37220,Wariyam (156)
1,37828,Warraich (8)
1,37709,Wazir Bhular (10)
2,40064,Alkra (11)
2,39996,Amla Singh Wala (47)
2,39964,Ashpal Kalan (79)
2,39965,Ashpal Khurd (78)
2,39969,Atar Garh (71)
2,39972,Badbar (69)
2,40069,Badhate (437)
2,40044,Badra (76)
2,40034,Bahmnian (85)
2,40004,Bakthgarh (434)
2,40059,Balo Ke (3)
2,39988,Barnala (55)
2,40015,Bazid Ke Kalan (44)
2,40016,Bazid Ke Khurd (45)
2,39997,Bhadal Wadh (46)
2,40045,Bhaini Fatta (75)
2,39982,Bhaini Jassa (58)
2,39973,Bhaini Mehraj (15)
2,39974,Bhathlan (64)
2,40075,Bhotna (435)
2,39970,Bhura (72)
2,40079,Bihla (18)
2,40071,Burj Fatehgarh (439)
2,40007,Chakrohi (426)
2,40008,Chananwal (427)
2,40062,Chhana Gulab Singh (5)
2,40037,Chhapa (3)
2,40006,Chhiniwal Kalan (35)
2,40001,Chima (430)
2,40083,Chini Wal Khurd (22)
2,40012,Chohan Ke Khurd (38)
2,40014,Chuhan Ke Kalan (37)
2,40076,Chungh (436)
2,39976,Dan Garh (62)
2,40056,Daraj (69)
2,40055,Daraka (70)
2,40068,Deepgarh (15)
2,39967,Dhanaula Kalan (59)
2,39981,Dhanaulla Khurd (59)
2,40027,Dhaner (28)
2,40047,Dhaula (55)
2,40052,Dhilwan Nabha (50)
2,40051,Dhilwan Patiala (65)
2,40043,Dhur Kot (74)
2,40082,Diwana(21)
2,39983,Fatehgarh Channa (57)
2,40085,Gaggewal (24)
2,40030,Gangouhar (31)
2,40080,Gehal (19)
2,40049,Ghuns (61)
2,40019,Gumti (18)
2,40018,Gurm (21)
2,40017,Hamidi (20)
2,949118,Handiaya (58)
2,39990,Harbanspura (50)
2,40036,Hardaspura (2)
2,949117,Harigarh (54)
2,39971,Harigarh (70)
2,40057,Jaimal Singh Wala (1)
2,40063,Jangiana (10)
2,39992,Jhaloor (33)
2,39984,Jodhpur (431)
2,40046,Kahne Ke (56)
2,40000,Kaire (429)
2,40011,Kalala (39)
2,40028,Kalalmajra (81)
2,39966,Kale Ke (77)
2,39995,Karamgarh (48)
2,39975,Kattu (63)
2,40065,Kharak Singh Wala (13)
2,40024,Khiali (424)
2,39985,Khudi Kalan (57)
2,40050,Khudi Khurd (60)
2,40029,Kirpal Singh Wala (82)
2,39961,Kot Duna (80)
2,900648,Kothe Kheon Singh
2,39968,Kube (73)
2,40023,Kurar (8)
2,40035,Kutwa (1)
2,40038,Lohgarh (4)
2,40067,Majhu Ke (14)
2,40003,Malian (433)
2,40021,Manal (10)
2,40022,Mangewal (9)
2,40073,Mauran Nabha (51)
2,40058,Mauran Patiala (67)
2,40026,Mehal Kalan (34)
2,40031,Mehalkhurd (33)
2,40048,Mehta (62)
2,40005,Moom (25)
2,39999,Nai Wala (41)
2,40061,Naine Wal (6)
2,39994,Nangal (22)
